Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
1,207,NA,56,4,17,64,269,45,NA,43,2,50,2082,141,NA,NA,NA
4,110,NA,46,11,29,103,300,47,15,29,3,26,2066,180,NA,NA,NA
5,124,NA,32,27,40,82,244,63,14,25,1,28,2949,209,NA,NA,NA
4,109,35,33,24,52,109,337,72,37,43,2,46,3267,247,NA,NA,755
4,155,38,11,22,45,98,349,114,12,41,1,49,2293,281,NA,NA,655
6,121,26,45,29,46,103,387,153,27,54,1,45,2013,290,54,NA,661
1,96,NA,30,27,56,110,400,130,19,50,1,36,1856,218,41,NA,655
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634
NA,NA,NA,NA,NA,NA,24,3285,NA,NA,NA,NA,1,NA,NA,NA,NA,481
NA,NA,NA,51,NA,NA,37,3762,NA,NA,NA,NA,3,NA,NA,NA,NA,609
13,NA,NA,40,10,11,55,4436,NA,NA,NA,NA,2,8,NA,NA,NA,840
11,31,NA,91,18,6,57,3620,NA,NA,NA,NA,0,60,NA,NA,282,1068
14,42,NA,46,10,2,114,2966,28,NA,NA,NA,4,113,NA,NA,0,751
20,53,NA,78,13,4,124,0,37,NA,59,7,4,385,15,NA,0,784
12,232,NA,114,17,11,136,0,NA,NA,48,6,45,513,26,NA,23,748
11,765,NA,119,23,1,194,4317,52,NA,58,6,21,623,21,NA,NA,664
14,787,NA,117,6,3,370,3948,190,NA,61,16,8,634,49,NA,NA,11870
6,1192,NA,106,16,2,584,3329,147,NA,41,4,15,1172,42,NA,NA,7389
13,892,NA,118,13,6,903,2745,111,NA,38,3,15,1384,44,NA,NA,6213
10,599,NA,116,10,3,816,2025,136,38,49,10,17,2050,166,NA,NA,8762
17,507,NA,132,13,6,545,1536,252,177,73,0.001,17,2635,50,NA,NA,7780
10,513,64,107,11,7,541,1693,509,50,85,3,22,2392,56,NA,NA,7747
13,516,83,121,12,4,515,2239,1165,72,129,4,11,1367,92,NA,NA,7294
20,341,137,115,11,9,499,2377,4008,135,113,1,18,1304,123,64,NA,9942
4,323,99,140,11,11,491,2339,1772,46,91,1,29,1194,118,59,NA,13496
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16178
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,14386
NA,NA,NA,NA,NA,NA,134,1689,NA,NA,NA,NA,64,NA,NA,NA,1000,18920
NA,NA,NA,1163,NA,NA,118,1680,NA,NA,NA,NA,78,NA,NA,NA,1000,16825
146,NA,NA,1247,91,23,237,1637,NA,NA,NA,NA,109,16,NA,NA,2000,24146
107,102,NA,1028,100,13,369,1528,NA,NA,NA,NA,108,28,NA,NA,2498,17908
154,140,NA,814,105,17,282,1440,1957,NA,NA,NA,119,114,NA,NA,826,16182
83,160,NA,1004,125,20,285,1692,2680,NA,355,21,102,404,75,NA,1206,12187
88,182,NA,789,101,36,426,1910,1849,NA,307,23,117,454,64,NA,3004,10467
92,258,NA,716,116,27,282,2136,1520,NA,268,7,140,582,70,NA,3000,NA
118,260,NA,567,115,21,242,1792,3373,NA,410,15,98,1201,126,NA,7000,NA
155,205,NA,836,85,47,219,1720,2929,NA,311,13,111,2934,132,NA,3000,NA
143,201,NA,1082,72,70,207,1492,1969,NA,752,20,140,3274,163,NA,NA,NA
176,106,NA,809,60,96,216,1170,1981,243,603,15,144,1558,126,NA,NA,158
195,82,NA,735,101,123,217,886,2107,228,400,19,116,1655,103,NA,NA,46
187,72,501,770,87,159,204,976,4440,276,655,12,142,2845,158,NA,NA,5
178,69,454,675,80,76,202,1427,3177,223,984,14,112,1995,201,NA,NA,3
268,66,595,745,124,67,249,1521,3627,309,607,12,118,1968,212,92,NA,11
206,104,711,510,89,72,229,2016,3134,278,602,19,121,1853,216,75,2000,16
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1088
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,0,NA,NA,NA,NA,25
NA,NA,NA,361,NA,NA,0,7,NA,NA,NA,NA,3,NA,NA,NA,NA,25
0,NA,NA,373,1,0,0,7,NA,NA,NA,NA,1,0,NA,NA,NA,17
1,0,NA,329,1,0,0,11,NA,NA,NA,NA,0,1,NA,NA,NA,20
0,0,NA,287,1,0,0,3,5,NA,NA,NA,0,0,NA,NA,NA,30
2,3,NA,370,0,0,0,0,6,NA,0,NA,0,1,5,NA,NA,8384
1,0,NA,345,0,0,2,0,NA,NA,2,1,1,1,0,NA,NA,7662
0,1,NA,248,0,0,1,7,1,NA,1,0.005,0,5,1,NA,NA,7362
1,1,NA,219,0,0,1,6,8,NA,0,NA,4,1,1,NA,NA,9489
2,1,NA,288,0,0,4,6,3,NA,0,NA,0,2,2,NA,NA,7253
2,0,NA,288,0,0,6,5,5,NA,1,0.001,0,5,1,NA,NA,3960
0,0,NA,357,0,0,7,2,2,5,2,NA,0,1,1,NA,NA,3290
0,1,NA,357,1,0,1,8,2,2,1,NA,0,3,1,NA,NA,5719
3,1,NA,287,0,0,0,4,8,4,0,1,4,2,1,NA,NA,8279
1,2,NA,318,0,0,2,7,3,4,NA,NA,0,0,1,NA,NA,9938
1,4,NA,210,NA,0,2,4,3,17,NA,NA,0,1,1,0,NA,6809
NA,1,NA,165,NA,0,4,9,0,6,NA,NA,0,3,0,0,NA,6351
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9318
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9552
NA,NA,NA,NA,NA,NA,0,92,NA,NA,NA,NA,5,NA,NA,NA,NA,5726
NA,NA,NA,692,NA,NA,0,93,NA,NA,NA,NA,17,NA,NA,NA,NA,6823
14,NA,NA,531,8,1,0,100,NA,NA,NA,NA,12,44,NA,NA,NA,6670
2,16,NA,373,11,2,0,116,NA,NA,NA,NA,12,55,NA,NA,NA,6749
7,20,NA,291,13,2,0,124,41,NA,NA,NA,18,86,NA,NA,NA,10094
8,17,NA,341,8,1,12,0,56,NA,64,1,11,178,11,NA,NA,13333
10,17,NA,255,13,1,7,0,NA,NA,80,3,12,204,9,NA,NA,14021
7,14,NA,248,9,2,17,143,34,NA,28,5,12,257,5,NA,NA,18383
4,11,NA,178,4,0,16,118,62,NA,32,7,21,234,11,NA,NA,15053
4,17,NA,217,3,2,13,97,80,NA,27,1,18,409,9,NA,NA,13434
0,12,NA,192,4,2,23,127,50,NA,23,2,13,616,8,NA,NA,16514
6,30,NA,215,6,1,28,95,50,66,23,5,18,939,12,NA,NA,22337
11,26,NA,259,10,3,31,113,48,91,25,6,14,1205,9,NA,NA,27031
12,13,21,255,6,8,36,125,72,68,30,4,22,1191,20,NA,NA,20213
15,17,32,273,16,5,25,118,62,92,21,3,19,842,20,NA,NA,12293
8,16,27,270,12,3,36,110,104,104,23,6,22,867,16,32,NA,14191
9,24,NA,275,6,2,28,129,89,94,22,2,10,866,7,40,NA,14529
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22228
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30405
NA,NA,NA,NA,NA,NA,174,311,NA,NA,NA,NA,7,NA,NA,NA,NA,26007
NA,NA,NA,55,NA,NA,309,518,NA,NA,NA,NA,2,NA,NA,NA,NA,24280
0,NA,NA,40,4,2,584,456,NA,NA,NA,NA,0,74,NA,NA,NA,22582
2,24,NA,104,5,0,1044,613,NA,NA,NA,NA,1,122,NA,NA,NA,7306
1,29,NA,90,3,0,435,303,124,NA,NA,NA,1,222,NA,NA,NA,5265
1,32,NA,200,3,0,362,0,143,NA,49,NA,2,515,5,NA,NA,5496
2,27,NA,238,2,0,494,0,NA,NA,64,NA,2,516,8,NA,NA,5866
3,76,NA,265,4,4,588,583,106,NA,101,NA,4,462,4,NA,NA,7614
3,85,NA,244,2,1,706,640,216,NA,56,NA,10,693,16,NA,NA,6456
4,96,NA,504,1,2,923,579,289,NA,45,NA,14,1774,18,NA,NA,4793
8,71,NA,395,5,4,1085,429,151,NA,37,1,10,1768,11,NA,NA,5917
8,43,NA,341,1,3,1605,276,143,53,27,NA,11,1500,32,NA,NA,6571
8,42,NA,369,4,9,1602,365,254,41,27,NA,15,1944,30,NA,NA,6435
20,45,287,292,2,7,1586,441,375,30,29,1,8,2329,31,NA,NA,4645
15,68,518,246,3,6,1611,496,338,20,39,2,15,1737,47,NA,NA,5508
54,48,460,250,4,9,1779,494,391,15,30,NA,18,1300,38,73,NA,7012
17,62,659,250,5,5,1809,555,417,13,31,1,22,1017,41,62,NA,8177
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7646
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540
NA,NA,NA,NA,NA,NA,23,47,NA,NA,NA,NA,0,NA,NA,NA,NA,6404
NA,NA,NA,0,NA,NA,50,103,NA,NA,NA,NA,0,NA,NA,NA,NA,6448
0,NA,NA,0,0,1,152,125,NA,NA,NA,NA,1,25,NA,NA,NA,9161
2,1,NA,0,3,0,280,145,NA,NA,NA,NA,2,57,NA,NA,NA,7731
1,14,NA,0,2,0,195,89,18,NA,NA,NA,0,153,NA,NA,NA,7249
0,7,NA,0,0,0,172,0,19,NA,4,NA,0,502,1,NA,NA,7833
0,4,NA,0,1,0,142,0,NA,NA,8,1,0,388,4,NA,NA,5574
2,9,NA,0,2,0,197,48,13,NA,4,NA,1,321,2,NA,NA,5272
1,17,NA,6,2,0,171,77,30,NA,7,NA,0,521,3,NA,NA,4910
0,33,NA,0,1,0,190,69,24,NA,4,NA,1,1016,2,NA,NA,5407
0,53,NA,9,0,0,174,60,26,NA,4,NA,0,905,3,NA,NA,8300
1,38,NA,17,2,0,130,57,31,6,0,NA,0,903,4,NA,NA,6075
0,25,NA,7,0,1,137,47,39,4,3,NA,1,1060,0,NA,NA,3574
0,20,7,0,2,0,121,67,30,13,3,NA,3,951,4,NA,NA,3951
0,23,3,0,5,0,118,65,71,10,2,NA,0,569,5,NA,NA,3705
1,19,3,0,5,1,139,60,53,24,2,NA,1,454,9,5,NA,3256
1,27,NA,NA,1,0,123,75,42,6,3,NA,2,456,3,13,NA,3527
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3373
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651
NA,NA,NA,NA,NA,NA,189,16,NA,NA,NA,NA,2,NA,NA,NA,NA,2432
NA,NA,NA,2288,NA,NA,97,15,NA,NA,NA,NA,6,NA,NA,NA,NA,40121
16,NA,NA,1760,5,0,95,14,NA,NA,NA,NA,0,2,NA,NA,NA,34921
1,1,NA,1193,3,0,80,14,NA,NA,NA,NA,2,0,NA,NA,76,34748
0,0,NA,1323,0,0,129,8,11,NA,NA,NA,4,0,NA,NA,81,44838
5,0,NA,1274,1,1,141,0,2,NA,38,1,4,4,0,NA,244,38048
5,0,NA,1665,4,0,155,0,NA,NA,35,1,1,3,2,NA,332,36414
5,1,NA,1432,0,0,168,16,2,NA,43,2,3,6,2,NA,NA,30157
4,1,NA,1394,0,0,210,7,1,NA,35,6,1,1,4,NA,NA,41903
5,0,NA,1321,0,1,158,5,5,NA,18,2,3,5,4,NA,NA,70032
6,1,NA,1176,0,0,127,10,2,NA,15,1,2,6,1,NA,NA,70823
2,1,NA,1263,0,1,157,5,2,9,24,7,2,3,3,NA,NA,50228
4,1,NA,1248,1,1,142,5,1,10,10,1,1,3,2,NA,NA,70151
2,0,4,1089,0,0,135,6,5,11,18,4,0,2,2,NA,NA,84681
6,1,4,1152,0,0,151,7,1,6,9,1,0,3,1,NA,NA,61369
2,2,2,920,NA,4,209,5,2,15,10,5,3,4,0,1,NA,65353
2,0,NA,765,NA,1,157,10,3,4,12,3,0,6,2,0,NA,63352
NA,NA,NA,3630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57304
NA,NA,NA,2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69162
NA,NA,NA,2007,NA,NA,1375,40,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,1936,NA,NA,788,58,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
0,NA,NA,1621,4,0,1865,52,NA,NA,NA,NA,0,2,NA,NA,NA,NA
2,5,NA,1283,10,0,1929,45,NA,NA,NA,NA,0,7,NA,NA,NA,NA
1,6,NA,1429,7,0,1436,72,16,NA,NA,NA,0,2,NA,NA,NA,905
2,0,NA,1653,6,0,1821,0,23,NA,66,NA,0,9,3,NA,NA,1017
0,5,NA,2484,0,0,2157,0,NA,NA,81,NA,1,17,2,NA,NA,1186
4,6,NA,2218,2,0,2089,79,27,NA,85,0.001,1,13,7,NA,NA,1767
0,0,NA,1945,0,0,2688,87,23,NA,83,0.001,1,11,1,NA,NA,2525
0,0,NA,1657,1,0,3068,87,24,NA,55,NA,5,35,0,NA,NA,2418
0,4,NA,1719,0,0,3182,88,16,NA,56,NA,3,38,4,NA,NA,1805
1,3,NA,1651,1,1,3196,60,24,8,40,1,3,43,4,NA,NA,2419
0,2,NA,1614,2,1,2520,76,15,21,35,NA,1,66,2,NA,NA,3924
0,2,55,2509,2,1,2416,96,27,22,92,NA,3,72,3,NA,NA,4869
1,7,58,2085,3,3,2773,55,17,24,63,NA,2,82,3,NA,NA,3716
3,18,84,4550,1,0,5016,128,59,35,40,NA,3,71,7,75,NA,3606
NA,7,NA,6205,1,0,3641,95,41,45,3,1,1,67,2,45,NA,3679
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3032
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,56,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,NA,NA,289,NA,NA,0,52,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
5,NA,NA,222,5,0,0,55,NA,NA,NA,NA,2,57,NA,NA,NA,NA
3,5,NA,174,2,2,0,84,NA,NA,NA,NA,2,107,NA,NA,0,NA
8,5,NA,182,5,1,0,92,41,NA,NA,NA,2,203,NA,NA,0,NA
1,14,NA,204,5,2,5,0,52,NA,12,NA,0,498,8,NA,0,NA
2,16,NA,179,2,3,23,0,NA,NA,19,NA,1,567,8,NA,39,NA
2,9,NA,147,10,1,13,98,34,NA,14,3,5,741,4,NA,NA,NA
5,6,NA,113,3,2,9,79,92,NA,24,2,3,906,15,NA,NA,NA
3,3,NA,132,3,1,17,73,99,NA,17,3,3,1931,31,NA,NA,NA
7,4,NA,160,1,1,18,70,58,NA,20,0.002,3,2786,9,NA,NA,NA
6,5,NA,160,4,3,21,72,61,55,15,1,6,6454,17,NA,NA,NA
3,9,NA,160,8,9,21,89,73,65,14,3,12,8756,17,NA,NA,NA
7,9,20,177,11,4,24,94,112,72,10,1,7,5253,6,NA,NA,NA
5,9,20,166,6,3,38,108,140,69,23,NA,10,4509,20,NA,NA,NA
4,12,24,375,6,0,32,116,274,27,23,3,3,5603,14,30,NA,NA
5,8,NA,540,8,5,34,139,242,45,10,2,3,7087,29,17,NA,NA
6520,NA,NA,36652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14841
3333,NA,NA,44227,NA,NA,NA,NA,NA,NA,NA,2747,NA,NA,NA,NA,NA,11422
4135,NA,NA,31769,NA,NA,39,NA,NA,NA,NA,3023,0,NA,NA,NA,NA,9201
4657,NA,NA,29988,NA,NA,0,NA,NA,NA,NA,1691,0,NA,NA,NA,NA,11084
4191,NA,NA,22250,NA,0,0,NA,NA,NA,NA,733,0,NA,NA,NA,NA,9635
346,NA,NA,8087,NA,0,0,NA,NA,NA,NA,316,0,NA,NA,NA,NA,7873
618,NA,NA,3672,NA,0,0,NA,NA,NA,NA,291,0,NA,NA,NA,NA,7176
651,NA,NA,2865,NA,0,0,NA,NA,NA,NA,361,0,NA,0,NA,NA,8487
486,NA,NA,1965,NA,0,0,NA,NA,NA,NA,381,2,NA,0,NA,NA,10425
584,NA,NA,1541,NA,0,0,NA,NA,NA,NA,614,0,NA,0,NA,4000,12960
787,NA,NA,1472,NA,0,0,NA,NA,NA,NA,532,0,NA,0,NA,5000,7230
1125,NA,NA,1547,NA,2,0,NA,NA,NA,NA,438,0,NA,0,NA,2000,10434
1470,NA,NA,1783,NA,0,0,NA,NA,NA,NA,323,0,NA,0,NA,NA,13887
2159,NA,NA,1489,NA,0,0,NA,NA,470,NA,379,0,NA,0,NA,2000,13947
2131,NA,NA,1131,NA,0,0,NA,NA,596,NA,373,0,NA,0,NA,NA,10460
1806,NA,NA,1324,NA,0,0,NA,NA,895,NA,371,0,NA,0,NA,NA,13852
1562,NA,NA,924,NA,0,0,NA,NA,906,NA,384,0,NA,0,NA,NA,18553
806,NA,NA,790,NA,0,0,NA,NA,1097,NA,443,0,NA,0,NA,3000,14182
806,NA,NA,820,NA,0,0,NA,NA,629,NA,506,0,NA,0,NA,2000,4072
3553,NA,744,20558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,6000,6025
2643,NA,520,17266,NA,NA,NA,NA,NA,NA,NA,2157,NA,NA,272,NA,6000,5596
3908,NA,390,16262,NA,NA,569,6128,NA,NA,NA,3368,174,NA,257,NA,6000,5479
4059,NA,523,21291,NA,68,589,6545,NA,NA,NA,3218,134,NA,226,NA,6000,3243
3067,NA,435,19615,212,57,689,5278,NA,NA,NA,2163,174,211,226,NA,10000,2217
3107,663,NA,15375,221,92,912,4715,2586,NA,NA,2199,268,240,309,NA,6172,3360
2760,828,561,17457,248,112,1041,5077,3521,NA,NA,2666,243,289,322,NA,10346,5087
4582,1236,662,26123,208,158,1004,6544,4655,NA,661,4269,229,648,369,NA,17150,4965
5812,836,852,27904,248,186,1142,8949,4489,NA,684,7405,315,835,428,NA,16001,5174
7573,1405,959,28838,216,188,1261,9433,4841,NA,614,7633,329,887,556,NA,21000,2450
8194,1428,1101,24593,343,195,1221,9227,8489,NA,638,5960,286,1330,752,NA,30000,3494
11278,1187,1213,25575,402,315,1155,9125,9022,NA,564,3585,300,3709,834,NA,51000,4077
12788,1255,1339,33148,487,381,1104,8364,7172,NA,1217,2961,356,4929,1077,NA,47000,4337
15240,707,1516,30753,489,504,1551,8911,6292,4897,2011,3093,564,4212,1024,NA,57000,3765
19823,907,1640,26054,888,534,1769,9367,7112,5751,2526,4332,998,5569,1146,NA,55000,4795
22725,944,2058,24549,1020,623,1960,11403,12469,5744,3454,6265,1068,6556,1548,NA,48000,12110
25309,986,1787,26122,813,612,2067,12009,12769,4559,3069,7060,773,5956,1795,NA,64000,19855
23512,945,2286,30250,913,486,2179,13187,15246,4854,3172,7849,812,4758,2150,2371,68000,4494
21878,1043,2270,24965,1073,573,2349,15352,13327,4673,3783,6640,1167,5026,1691,2410,61000,3425
NA,NA,NA,NA,NA,NA,NA,NA,NA,5470,NA,NA,NA,NA,NA,NA,1000,2523
NA,NA,NA,NA,NA,NA,NA,NA,NA,5538,NA,86,NA,NA,NA,NA,NA,3125
NA,NA,NA,NA,NA,NA,63,1003,NA,7236,NA,115,15,NA,NA,NA,NA,2445
NA,NA,NA,221,NA,NA,62,1054,NA,8264,NA,97,15,NA,NA,NA,2000,1982
2149,NA,NA,159,27,9,104,1191,NA,10240,NA,79,18,3,NA,NA,1000,1847
2369,76,NA,157,51,11,118,1315,NA,8565,NA,166,35,7,NA,NA,917,2783
3051,113,NA,534,47,15,153,1591,67,8775,NA,702,74,16,NA,NA,612,3744
3367,112,NA,1155,34,9,167,1506,109,9878,1443,672,42,29,75,NA,546,3826
4493,113,NA,930,37,14,188,1616,NA,10575,1563,614,55,40,79,NA,1624,2741
5794,126,NA,712,30,29,191,1638,132,9743,1585,439,59,19,105,NA,NA,4160
4678,131,NA,498,115,12,151,1561,121,11099,1386,414,129,42,79,NA,NA,5755
4381,157,NA,509,58,26,179,1471,186,10732,1171,295,75,68,76,NA,NA,5943
3841,134,NA,598,163,24,180,1403,146,12876,1080,278,77,126,64,NA,NA,4496
3311,64,NA,585,60,22,183,1384,176,11384,1078,265,97,171,70,NA,NA,5851
3152,78,NA,624,63,25,185,1318,133,10091,1245,275,127,449,84,NA,NA,5612
3162,70,187,685,52,17,173,1557,153,10069,1248,306,151,427,111,NA,NA,4515
2930,126,156,499,54,40,244,1776,251,7481,1110,297,124,227,127,NA,NA,17241
2449,93,158,735,51,28,264,1759,200,8297,1227,292,122,132,99,195,NA,14349
2932,113,172,365,52,29,241,1951,218,8351,1310,370,140,146,87,233,1000,16398
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19084
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17833
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15123
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14693
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15949
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15322
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14835
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13347
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14430
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18346
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24976
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19375
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18477
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21783
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19825
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4741
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3990
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3649
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4444
NA,NA,NA,3890,400,102,NA,NA,NA,NA,NA,NA,407,NA,1900,NA,2000,4170
NA,NA,NA,2701,263,195,NA,NA,NA,NA,NA,141,302,NA,1516,NA,1000,3244
NA,NA,NA,3692,232,126,277,6966,NA,NA,NA,259,232,NA,1058,NA,1000,3269
NA,NA,NA,5833,498,156,261,7989,NA,NA,NA,208,284,NA,756,NA,NA,3900
1061,NA,NA,7486,424,323,331,6411,NA,NA,1576,208,620,80,1690,NA,1000,4572
804,737,NA,6775,415,194,439,5649,NA,NA,290,121,690,84,1469,NA,540,3964
638,2401,NA,5909,321,319,422,6074,311,NA,307,189,665,109,1022,NA,615,2927
878,2466,NA,5617,401,160,488,7753,414,NA,392,258,582,236,1106,NA,906,3431
847,1060,NA,5746,348,256,502,6740,NA,NA,466,355,848,223,1301,NA,1141,3748
632,1007,NA,7889,463,237,510,6105,420,NA,381,142,756,177,1365,NA,NA,4038
780,1152,NA,5651,241,257,503,5017,400,NA,427,126,698,212,1016,NA,NA,3917
761,1008,NA,6063,193,232,479,4219,537,NA,323,108,475,313,1477,NA,NA,3936
987,1033,NA,5502,197,215,379,3377,395,NA,307,199,338,266,1063,NA,NA,4282
931,2161,NA,7073,281,221,529,2851,424,408,363,132,279,304,2008,NA,NA,3868
977,2004,NA,6663,130,189,461,2632,377,575,419,101,412,297,1427,NA,NA,NA
1153,1701,242,6010,210,231,468,3257,483,450,584,116,422,372,1766,NA,NA,NA
2214,1872,277,6065,296,150,533,3951,611,450,636,137,522,367,2416,NA,4000,NA
2107,1627,350,6815,461,209,648,5695,744,449,689,179,548,417,2820,522,NA,NA
3254,1349,374,6840,567,268,611,7175,940,360,883,192,812,555,2168,524,2000,1025
NA,NA,NA,NA,972,356,NA,1264,NA,NA,NA,NA,466,NA,4600,NA,NA,539
NA,NA,NA,NA,728,108,NA,1996,NA,NA,NA,418,211,NA,3543,NA,NA,723
NA,NA,NA,NA,1021,201,138,6683,NA,NA,NA,2349,345,NA,2270,NA,NA,1493
NA,NA,NA,1839,1083,451,185,12988,NA,NA,NA,1086,386,NA,2108,NA,NA,2310
2114,NA,NA,1919,1273,530,168,15082,NA,NA,NA,744,749,41,3748,NA,NA,2315
2055,559,NA,1395,2211,268,244,8283,2999,NA,NA,276,1117,34,5384,NA,0,1740
1782,559,NA,1396,1900,330,193,9464,215,NA,NA,420,2063,57,5526,NA,293,1906
2000,610,NA,1384,2884,248,197,12564,227,NA,727,600,4486,166,6640,NA,950,2229
1333,434,NA,1597,3135,263,302,17675,NA,NA,413,734,1169,105,6511,NA,675,2081
